"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"3117","영화상영관","03_13_02_P","3990000","CDFF4220002016000002","20160422","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 별내동 936-4번지 6층","경기도 남양주시 두물로 19, 6층 (별내동)","12105","메가박스 별내점 제5관","20190207102611","U","2019-02-09 02:40:00.0","","211100.780108692","461499.258113904","영화상영관","","","아파트지역","","","7","3","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20160422","준주거지역",
"3118","영화상영관","03_13_02_P","3990000","CDFF4220002017000001","20170427","","01","영업/정상","13","영업중","","","","","031-528-7481","","","경기도 남양주시 별내동 936-4","경기도 남양주시 두물로 19, 6층 (별내동)","12105","메가박스 별내점 제6관","20211230110233","U","2022-01-01 02:40:00.0","","211100.780108692","461499.258113904","영화상영관","","7","","","0","6","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170427","",
"3119","영화상영관","03_13_02_P","4090000","CDFF4220002002000001","20021231","","01","영업/정상","13","영업중","","","","","988-0340","","","경기도 김포시 사우동 928 지하2층","경기도 김포시 사우중로 52, 지하2층 (사우동)","10110","김포극장   GS관","20200706195448","U","2020-07-08 02:40:00.0","","175157.898424558","457486.173634048","영화상영관","영화상영관","","","","","","2","","","","","","","","","","","","","","","","","","","","영화관","","20021231","",
"3120","영화상영관","03_13_02_P","4090000","CDFF4220002002000002","20021231","","01","영업/정상","13","영업중","","","","","988-0340","","","경기도 김포시 사우동 928 지하2층","경기도 김포시 사우중로 52, 지하2층 (사우동)","10110","김포극장 3관","20200707170113","U","2020-07-09 02:40:00.0","","175157.898424558","457486.173634048","영화상영관","영화상영관","","","","","","2","","","","","","","","","","","","","","","","","","","","영화관","","20021231","",
"3121","영화상영관","03_13_02_P","4090000","CDFF4220002002000003","20021231","","01","영업/정상","13","영업중","","","","","988-0340","","","경기도 김포시 사우동 928 지하2층","경기도 김포시 사우중로 52, 지하2층 (사우동)","10110","김포극장 4관","20200707170128","U","2020-07-09 02:40:00.0","","175157.898424558","457486.173634048","영화상영관","영화상영관","","","","","","2","","","","","","","","","","","","","","","","","","","","영화관","","20021231","",
"3122","영화상영관","03_13_02_P","4090000","CDFF4220002002000004","20021231","","01","영업/정상","13","영업중","","","","","988-0340","","","경기도 김포시 사우동 928 지하2층","경기도 김포시 사우중로 52, 지하2층 (사우동)","10110","김포극장 5관","20200707170144","U","2020-07-09 02:40:00.0","","175157.898424558","457486.173634048","영화상영관","영화상영관","","","","","","2","","","","","","","","","","","","","","","","","","","","영화관","","20021231","",
"3123","영화상영관","03_13_02_P","3990000","CDFF4220002006000001","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 1관","20220727111756","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3124","영화상영관","03_13_02_P","3990000","CDFF4220002006000002","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 2관","20220727111756","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3125","영화상영관","03_13_02_P","3990000","CDFF4220002006000003","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 3관","20220727111756","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3126","영화상영관","03_13_02_P","3990000","CDFF4220002006000004","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 5관","20220727111757","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3127","영화상영관","03_13_02_P","3990000","CDFF4220002006000005","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 6관","20220727111757","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3128","영화상영관","03_13_02_P","3990000","CDFF4220002006000006","20060712","","01","영업/정상","13","영업중","","","","","031-559-1421","","","경기도 남양주시 호평동 640","경기도 남양주시 늘을2로 26 (호평동)","","메가박스 남양주 7관","20220727111757","U","2022-07-29 02:40:00.0","","221468.586010805","461438.064834388","영화상영관","영화상영관","","","","","9","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060712","일반상업지역",
"3129","영화상영관","03_13_02_P","4090000","CDFF4220002003000007","20021231","","01","영업/정상","13","영업중","","","","","988-0340","","","경기도 김포시 사우동 928 지하2층","경기도 김포시 사우중로 52, 지하2층 (사우동)","10110","김포극장 GH관","20200707170057","U","2020-07-09 02:40:00.0","","175157.898424558","457486.173634048","영화상영관","영화상영관","","","","","","2","","1.1","","","","","","","","","","","","","","","","","","영화관","","20021231","",
"3130","영화상영관","03_13_02_P","3900000","CDFF4220002004000002","20040830","","01","영업/정상","13","영업중","","","","","070-7405-2491","","","경기도 광명시 광명동 150-19 크로앙스 7,8층","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","14220","롯데시네마 광명2관","20211226115510","U","2021-12-28 02:40:00.0","","187160.878836654","441928.35248108","영화상영관","영화상영관","3","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20040830","",
"3131","영화상영관","03_13_02_P","3900000","CDFF4220002004000003","20040830","","01","영업/정상","13","영업중","","","","","070-7405-2491","","","경기도 광명시 광명동 150-19 크로앙스 7,8층","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","14220","롯데시네마 광명3관","20211226115511","U","2021-12-28 02:40:00.0","","187160.878836654","441928.35248108","영화상영관","영화상영관","3","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20040830","",
"3132","영화상영관","03_13_02_P","3900000","CDFF4220002004000004","20040830","","01","영업/정상","13","영업중","","","","","070-7405-2491","","","경기도 광명시 광명동 150-19 크로앙스 7,8층","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","14220","롯데시네마 광명4관","20211226115511","U","2021-12-28 02:40:00.0","","187160.878836654","441928.35248108","영화상영관","영화상영관","3","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20040830","",
"3133","영화상영관","03_13_02_P","3900000","CDFF4220002004000005","20040830","","01","영업/정상","13","영업중","","","","","070-7405-2491","","","경기도 광명시 광명동 150-19 크로앙스 7,8층","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","14220","롯데시네마 광명5관","20211226115511","U","2021-12-28 02:40:00.0","","187160.878836654","441928.35248108","영화상영관","영화상영관","3","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20040830","",
"3134","영화상영관","03_13_02_P","4020000","CDFF4220002003000001","20030429","","01","영업/정상","13","영업중","","","","","031-398-4200","","","경기도 군포시 산본동 1142-2번지 4층","경기도 군포시 번영로 505, 4층 (산본동)","15865","CGV 산본(1관)","20161216105232","I","2018-08-31 23:59:59.0","","194028.371987654","428538.874931021","영화상영관","영화상영관","23","아파트지역","","","17","6","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030429","상업지역",
"3135","영화상영관","03_13_02_P","4090000","CDFF4220002014000001","20140226","","01","영업/정상","13","영업중","","","","","992-0070","","","경기도 김포시 걸포동 1574-3번지","경기도 김포시 걸포로 6, 7층 (걸포동)","10099","CGV 김포한강 1관","20190528133734","U","2019-05-30 02:40:00.0","","174092.832876123","458913.31339553","영화상영관","","11","","","","8","3","","","","","","","","","","","","","","","","","","","","영화관","","20140226","",
"3136","영화상영관","03_13_02_P","4090000","CDFF4220002014000002","20140226","","01","영업/정상","13","영업중","","","","","992-0070","","","경기도 김포시 걸포동 1574-3번지","경기도 김포시 걸포로 6, 7층 (걸포동)","10099","CGV 김포한강 4관","20190528133734","U","2019-05-30 02:40:00.0","","174092.832876123","458913.31339553","영화상영관","","11","기타","","","8","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20140226","",
"3137","영화상영관","03_13_02_P","4090000","CDFF4220002014000003","20140226","","01","영업/정상","13","영업중","","","","","992-0070","","","경기도 김포시 걸포동 1574-3번지","경기도 김포시 걸포로 6, 7층 (걸포동)","10099","CGV 김포한강 3관","20190528133734","U","2019-05-30 02:40:00.0","","174092.832876123","458913.31339553","영화상영관","","11","기타","","","8","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20140226","",
"3138","영화상영관","03_13_02_P","4090000","CDFF4220002014000004","20140226","","01","영업/정상","13","영업중","","","","","992-0070","","","경기도 김포시 걸포동 1574-3번지","경기도 김포시 걸포로 6, 7층 (걸포동)","10099","CGV 김포한강 2관","20190528133734","U","2019-05-30 02:40:00.0","","174092.832876123","458913.31339553","영화상영관","","11","","","","8","3","","","","","","","","","","","","","","","","","","","","영화관","","20140226","",
"3139","영화상영관","03_13_02_P","4090000","CDFF4220002014000005","20141029","","01","영업/정상","13","영업중","","","","","031-996-6593","","","경기도 김포시 운양동 1296-9 8층~9층","경기도 김포시 김포한강11로 288-31, 8층~9층 (운양동)","10073","CGV김포운양 2관","20210422150832","U","2021-04-24 02:40:00.0","","172052.968340156","461430.960117395","영화상영관","","12","기타","","","9","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20141029","일반상업지역",
